gene_symbol	chromosome	start	length	color	full_name	days_in_timeframe	recent_timeframe_citation_count	past_timeframe_citation_count	citation_count_delta	significance	recent_gene_rank	past_gene_rank	rank_delta
C19orf47	19	40319553	28964	#73af42	chromosome 19 open reading frame 47	180	8	0	8		1620	10478	-8858
ANTXR1	2	69013144	236183	#73af42	ANTXR cell adhesion molecule 1	180	8	0	8		1620	10478	-8858
NAV2	11	19712837	408764	#73af42	neuron navigator 2	180	8	0	8		1620	10478	-8858
SLC30A4	15	45479606	43149	#73af42	solute carrier family 30 member 4	180	8	0	8		1620	10478	-8858
CCT6B	17	34927861	33599	#73af42	chaperonin containing TCP1 subunit 6B	180	8	0	8		1620	10478	-8858
C1orf226	1	162381728	5084	#73af42	chromosome 1 open reading frame 226	180	8	0	8		1620	10478	-8858
MSANTD2	11	124766498	33908	#73af42	Myb/SANT DNA binding domain containing 2	180	8	0	8		1620	10478	-8858
GIT2	12	109929804	66564	#73af42	GIT ArfGAP 2	180	8	0	8		1620	10478	-8858
PPP1R9A	7	94909898	386517	#73af42	protein phosphatase 1 regulatory subunit 9A	180	8	0	8		1620	10478	-8858
PLXNA2	1	208022243	222141	#73af42	plexin A2	180	8	0	8		1620	10478	-8858
DENND2C	1	114582850	87199	#73af42	DENN domain containing 2C	180	8	0	8		1620	10478	-8858
HAUS4	14	22946228	10862	#73af42	HAUS augmin like complex subunit 4	180	8	0	8		1620	10478	-8858
WDR70	5	37379318	374113	#73af42	WD repeat domain 70	180	8	0	8		1620	10478	-8858
AP3S2	15	89830599	63395	#73af42	adaptor related protein complex 3 subunit sigma 2	180	8	0	8		1620	10478	-8858
MAPRE2	18	34976928	166540	#73af42	microtubule associated protein RP/EB family member 2	180	8	0	8		1620	10478	-8858
SLC30A3	2	27253684	21662	#73af42	solute carrier family 30 member 3	180	8	0	8		1620	10478	-8858
ZNF420	19	37078433	21614	#73af42	zinc finger protein 420	180	8	0	8		1620	10478	-8858
RC3H2	9	122844558	60801	#73af42	ring finger and CCCH-type domains 2	180	8	0	8		1620	10478	-8858
DHRS4	14	23953770	15509	#73af42	dehydrogenase/reductase 4	180	8	0	8		1620	10478	-8858
ODF2	9	128456432	44860	#73af42	outer dense fiber of sperm tails 2	180	8	0	8		1620	10478	-8858
DENND1A	9	123400096	530030	#73af42	DENN domain containing 1A	180	8	0	8		1620	10478	-8858
ERC2	3	55508311	960156	#73af42	ELKS/RAB6-interacting/CAST family member 2	180	8	0	8		1620	10478	-8858
NCKAP5	2	132671790	896673	#73af42	NCK associated protein 5	180	8	0	8		1620	10478	-8858
SAMD4A	14	54567128	226184	#73af42	sterile alpha motif domain containing 4A	180	8	0	8		1620	10478	-8858
TRAF3IP1	2	238320544	80356	#73af42	TRAF3 interacting protein 1	180	8	0	8		1620	10478	-8858
TNIP2	4	2741648	14688	#73af42	TNFAIP3 interacting protein 2	180	8	0	8		1620	10478	-8858
CRNKL1	20	20034361	21685	#73af42	crooked neck pre-mRNA splicing factor 1	180	8	0	8		1620	10478	-8858
ILDR2	1	166908187	67353	#73af42	immunoglobulin like domain containing receptor 2	180	8	0	8		1620	10478	-8858
SFT2D2	1	168226004	27017	#73af42	SFT2 domain containing 2	180	8	0	8		1620	10478	-8858
SPRY1	4	123396795	6959	#73af42	sprouty RTK signaling antagonist 1	180	8	0	8		1620	10478	-8858
CCDC12	3	46921730	60280	#73af42	coiled-coil domain containing 12	180	8	0	8		1620	10478	-8858
AZI2	3	28321048	27776	#73af42	5-azacytidine induced 2	180	8	0	8		1620	10478	-8858
KIAA0586	14	58427719	123578	#73af42	KIAA0586	180	8	0	8		1620	10478	-8858
ALDH3B1	11	68010327	18949	#73af42	aldehyde dehydrogenase 3 family member B1	180	8	0	8		1620	10478	-8858
CTIF	18	24050	328435	#73af42	cap binding complex dependent translation initiation factor	180	8	0	8		1620	10478	-8858
ROBO2	3	77040099	609864	#73af42	roundabout guidance receptor 2	180	8	0	8		1620	10478	-8858
SEMA6D	15	47718092	56129	#73af42	semaphorin 6D	180	8	0	8		1620	10478	-8858
NDRG3	20	36651771	94319	#73af42	NDRG family member 3	180	8	0	8		1620	10478	-8858
SNX3	6	108211224	49816	#73af42	sorting nexin 3	180	8	0	8		1620	10478	-8858
ZC2HC1A	8	78666089	53673	#73af42	zinc finger C2HC-type containing 1A	180	8	0	8		1620	10478	-8858
ZFYVE16	5	80408064	75315	#73af42	zinc finger FYVE-type containing 16	180	8	0	8		1620	10478	-8858
SUPT7L	2	27650810	13030	#73af42	SPT7 like, STAGA complex subunit gamma	180	8	0	8		1620	10478	-8858
IFFO1	12	6538961	17081	#73af42	intermediate filament family orphan 1	180	8	0	8		1620	10478	-8858
RBIS	8	85217161	3213	#73af42	ribosomal biogenesis factor	180	8	0	8		1620	10478	-8858
CARMIL1	6	25279374	341156	#73af42	capping protein regulator and myosin 1 linker 1	180	8	0	8		1620	10478	-8858
MAST4	5	66828773	340818	#73af42	microtubule associated serine/threonine kinase family member 4	180	8	0	8		1620	10478	-8858
GGA3	17	75236599	25764	#73af42	golgi associated, gamma adaptin ear containing, ARF binding protein 3	180	8	0	8		1620	10478	-8858
JMY	5	79236131	91080	#73af42	junction mediating and regulatory protein, p53 cofactor	180	8	0	8		1620	10478	-8858
COMTD1	10	75233641	2316	#73af42	catechol-O-methyltransferase domain containing 1	180	8	0	8		1620	10478	-8858
CDR2L	17	74987632	18165	#73af42	cerebellar degeneration related protein 2 like	180	8	0	8		1620	10478	-8858
PIK3R4	3	130678934	67895	#73af42	phosphoinositide-3-kinase regulatory subunit 4	180	8	0	8		1620	10478	-8858
CCDC57	17	82101470	111372	#73af42	coiled-coil domain containing 57	180	8	0	8		1620	10478	-8858
FNBP1L	1	93448131	106530	#73af42	formin binding protein 1 like	180	8	0	8		1620	10478	-8858
ARHGEF12	11	120385327	104610	#73af42	Rho guanine nucleotide exchange factor 12	180	8	0	8		1620	10478	-8858
WWC1	5	168291645	180658	#73af42	WW and C2 domain containing 1	180	8	0	8		1620	10478	-8858
CEP41	7	130393771	47439	#73af42	centrosomal protein 41	180	8	0	8		1620	10478	-8858
WDR81	17	1724704	13881	#73af42	WD repeat domain 81	180	8	0	8		1620	10478	-8858
FMN2	1	240091883	383302	#73af42	formin 2	180	8	0	8		1620	10478	-8858
CEP95	17	64506977	30967	#73af42	centrosomal protein 95	180	8	0	8		1620	10478	-8858
BET1L	11	202924	4498	#73af42	Bet1 golgi vesicular membrane trafficking protein like	180	8	0	8		1620	10478	-8858
RAB8B	15	63189606	78168	#73af42	RAB8B, member RAS oncogene family	180	8	0	8		1620	10478	-8858
PWWP2A	5	160075885	43565	#73af42	PWWP domain containing 2A	180	8	0	8		1620	10478	-8858
STK10	5	172042079	146145	#73af42	serine/threonine kinase 10	180	8	0	8		1620	10478	-8858
NCOA2	8	70109782	294026	#73af42	nuclear receptor coactivator 2	180	8	0	8		1620	10478	-8858
WRNIP1	6	2765393	21559	#73af42	WRN helicase interacting protein 1	180	8	0	8		1620	10478	-8858
SLC29A2	11	66362521	9239	#73af42	solute carrier family 29 member 2	180	8	0	8		1620	10478	-8858
LIN54	4	82924604	86219	#73af42	lin-54 DREAM MuvB core complex component	180	8	0	8		1620	10478	-8858
CLTCL1	22	19179474	112245	#73af42	clathrin heavy chain like 1	180	8	0	8		1620	10478	-8858
LZTS1	8	20246165	57798	#73af42	leucine zipper tumor suppressor 1	180	8	0	8		1620	10478	-8858
CNN2	19	1026608	12457	#73af42	calponin 2	180	8	0	8		1620	10478	-8858
JCAD	10	30012804	102690	#73af42	junctional cadherin 5 associated	180	8	0	8		1620	10478	-8858
MYCBP	1	38862495	10853	#73af42	MYC binding protein	180	8	0	8		1620	10478	-8858
SYNRG	17	1753975	94556	#73af42	synergin gamma	180	8	0	8		1620	10478	-8858
TMEM161B	5	88195206	73673	#73af42	transmembrane protein 161B	180	8	0	8		1620	10478	-8858
PSMG1	21	39175446	8068	#73af42	proteasome assembly chaperone 1	180	8	0	8		1620	10478	-8858
FAM83G	17	18968791	35973	#73af42	family with sequence similarity 83 member G	180	8	0	8		1620	10478	-8858
CCM2	7	45000188	76282	#73af42	CCM2 scaffold protein	180	8	0	8		1620	10478	-8858
DNAAF2	14	49625174	10056	#73af42	dynein axonemal assembly factor 2	180	8	0	8		1620	10478	-8858
ARHGAP21	10	24583614	139607	#73af42	Rho GTPase activating protein 21	180	8	0	8		1620	10478	-8858
VPS53	17	91443	182873	#73af42	VPS53 subunit of GARP complex	180	8	0	8		1620	10478	-8858
MAGI3	1	113390515	295408	#73af42	membrane associated guanylate kinase, WW and PDZ domain containing 3	180	8	0	8		1620	10478	-8858
FAM107B	10	14518557	53632	#73af42	family with sequence similarity 107 member B	180	8	0	8		1620	10478	-8858
THOC7	3	63833870	29916	#73af42	THO complex 7	180	8	0	8		1620	10478	-8858
KIF26B	1	245154985	554447	#73af42	kinesin family member 26B	180	8	0	8		1620	10478	-8858
CCDC174	3	14651746	20913	#73af42	coiled-coil domain containing 174	180	8	0	8		1620	10478	-8858
SFT2D3	2	127701497	3745	#73af42	SFT2 domain containing 3	180	8	0	8		1620	10478	-8858
BRPF1	3	9731735	16280	#73af42	bromodomain and PHD finger containing 1	180	8	0	8		1620	10478	-8858
CEP162	6	84124250	103393	#73af42	centrosomal protein 162	180	8	0	8		1620	10478	-8858
SMAP1	6	70668530	193483	#73af42	small ArfGAP 1	180	8	0	8		1620	10478	-8858
ZNF570	19	37469356	19273	#73af42	zinc finger protein 570	180	8	0	8		1620	10478	-8858
ARHGAP32	11	128965060	59128	#73af42	Rho GTPase activating protein 32	180	8	0	8		1620	10478	-8858
BTBD8	1	92080345	104378	#73af42	BTB domain containing 8	180	8	0	8		1620	10478	-8858
INPP5F	10	119726050	103097	#73af42	inositol polyphosphate-5-phosphatase F	180	8	0	8		1620	10478	-8858
ZNF567	19	36687612	33724	#73af42	zinc finger protein 567	180	8	0	8		1620	10478	-8858
MED10	5	6371874	6673	#73af42	mediator complex subunit 10	180	8	0	8		1620	10478	-8858
SEC11A	15	84669537	46923	#73af42	SEC11 homolog A, signal peptidase complex subunit	180	8	0	8		1620	10478	-8858
AAK1	2	69457997	185742	#73af42	AP2 associated kinase 1	180	8	0	8		1620	10478	-8858
AGPAT1	6	3484419	9134	#73af42	1-acylglycerol-3-phosphate O-acyltransferase 1	180	8	0	8		1620	10478	-8858
HMG20A	15	77420651	64952	#73af42	high mobility group 20A	180	8	0	8		1620	10478	-8858
CMPK1	1	47333790	45049	#73af42	cytidine/uridine monophosphate kinase 1	180	8	0	8		1620	10478	-8858
NKAPD1	11	112074299	10851	#73af42	NKAP domain containing 1	180	8	0	8		1620	10478	-8858
TMEM9B	11	8947202	17240	#73af42	TMEM9 domain family member B	180	8	0	8		1620	10478	-8858
CABIN1	22	24011370	167258	#73af42	calcineurin binding protein 1	180	8	0	8		1620	10478	-8858
UVSSA	4	1347556	40493	#73af42	UV stimulated scaffold protein A	180	8	0	8		1620	10478	-8858
LIAS	4	39459024	4790	#73af42	lipoic acid synthetase	180	8	0	8		1620	10478	-8858
PRR14	16	30650778	5662	#73af42	proline rich 14	180	8	0	8		1620	10478	-8858
BUD13	11	116748175	24812	#73af42	BUD13 homolog	180	8	0	8		1620	10478	-8858
SNX13	7	17790761	149733	#73af42	sorting nexin 13	180	8	0	8		1620	10478	-8858
NCOA7	6	125790960	141074	#73af42	nuclear receptor coactivator 7	180	8	0	8		1620	10478	-8858
POC5	5	75674124	43313	#73af42	POC5 centriolar protein	180	8	0	8		1620	10478	-8858
RP9	7	33094798	14606	#73af42	RP9 pre-mRNA splicing factor	180	8	0	8		1620	10478	-8858
RCOR2	11	63911230	5934	#73af42	REST corepressor 2	180	8	0	8		1620	10478	-8858
TC2N	14	91779746	87790	#73af42	tandem C2 domains, nuclear	180	8	0	8		1620	10478	-8858
KIAA1143	3	44748744	12875	#73af42	KIAA1143	180	8	0	8		1620	10478	-8858
NOS2	17	27756766	43763	#73af42	nitric oxide synthase 2	180	8	0	8		1620	10478	-8858
DOCK11	X	118495909	190251	#73af42	dedicator of cytokinesis 11	180	8	0	8		1620	10478	-8858
GPBP1	5	57173948	90731	#73af42	GC-rich promoter binding protein 1	180	8	0	8		1620	10478	-8858
GPN1	2	27628648	22198	#73af42	GPN-loop GTPase 1	180	8	0	8		1620	10478	-8858
CTDP1	18	79679803	76822	#73af42	CTD phosphatase subunit 1	180	8	0	8		1620	10478	-8858
CENPT	16	67828157	19536	#73af42	centromere protein T	180	8	0	8		1620	10478	-8858
TUBAL3	10	5393101	11727	#73af42	tubulin alpha like 3	180	8	0	8		1620	10478	-8858
EPHA3	3	89107621	292724	#73af42	EPH receptor A3	180	8	0	8		1620	10478	-8858
TMEM230	20	5099850	13226	#73af42	transmembrane protein 230	180	8	0	8		1620	10478	-8858
GMEB2	20	63587605	39496	#73af42	glucocorticoid modulatory element binding protein 2	180	8	0	8		1620	10478	-8858
HEATR5B	2	36980895	103477	#73af42	HEAT repeat containing 5B	180	8	0	8		1620	10478	-8858
TCF20	22	81021	55311	#73af42	transcription factor 20	180	8	0	8		1620	10478	-8858
BDP1	5	1454136	112169	#73af42	B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB	180	8	0	8		1620	10478	-8858
RAPGEF6	5	131435761	199468	#73af42	Rap guanine nucleotide exchange factor 6	180	8	0	8		1620	10478	-8858
SENP6	6	75601880	116401	#73af42	SUMO specific peptidase 6	180	8	0	8		1620	10478	-8858
NRBF2	10	63133328	21696	#73af42	nuclear receptor binding factor 2	180	8	0	8		1620	10478	-8858
EPB41L4A	5	112142440	276837	#73af42	erythrocyte membrane protein band 4.1 like 4A	180	8	0	8		1620	10478	-8858
PGAM2	7	44062727	2840	#73af42	phosphoglycerate mutase 2	180	8	0	8		1620	10478	-8858
IQSEC2	X	53266328	15256	#73af42	IQ motif and Sec7 domain ArfGEF 2	180	8	0	8		1620	10478	-8858
ACAA1	3	38122710	14532	#73af42	acetyl-CoA acyltransferase 1	180	8	0	8		1620	10478	-8858
GORAB	1	170532166	21668	#73af42	golgin, RAB6 interacting	180	8	0	8		1620	10478	-8858
PDRG1	20	31944337	7709	#73af42	p53 and DNA damage regulated 1	180	8	0	8		1620	10478	-8858
TAOK2	16	29973868	18393	#73af42	TAO kinase 2	180	8	0	8		1620	10478	-8858
NFIA	1	61077227	385561	#73af42	nuclear factor I A	180	8	0	8		1620	10478	-8858
DOP1B	21	36156782	137492	#73af42	DOP1 leucine zipper like protein B	180	8	0	8		1620	10478	-8858
PHF21A	11	45929319	191666	#73af42	PHD finger protein 21A	180	8	0	8		1620	10478	-8858
TSPAN10	17	81642305	6450	#73af42	tetraspanin 10	180	8	0	8		1620	10478	-8858
ZNF462	9	106863166	150468	#73af42	zinc finger protein 462	180	8	0	8		1620	10478	-8858
CCSER1	4	90235031	546972	#73af42	coiled-coil serine rich protein 1	180	8	0	8		1620	10478	-8858
ILVBL	19	15114987	10799	#73af42	ilvB acetolactate synthase like	180	8	0	8		1620	10478	-8858
TLN2	15	62647311	197319	#73af42	talin 2	180	8	0	8		1620	10478	-8858
SUV39H2	10	14878783	25522	#73af42	suppressor of variegation 3-9 homolog 2	180	8	0	8		1620	10478	-8858
C5orf22	5	31532266	22792	#73af42	chromosome 5 open reading frame 22	180	8	0	8		1620	10478	-8858
MTMR4	17	58489537	28343	#73af42	myotubularin related protein 4	180	8	0	8		1620	10478	-8858
ANAPC4	4	25377263	41235	#73af42	anaphase promoting complex subunit 4	180	8	0	8		1620	10478	-8858
MAGI1	3	65353526	685392	#73af42	membrane associated guanylate kinase, WW and PDZ domain containing 1	180	8	0	8		1620	10478	-8858
SUOX	12	55997276	8249	#73af42	sulfite oxidase	180	8	0	8		1620	10478	-8858
SAP130	2	127941222	86837	#73af42	Sin3A associated protein 130	180	8	0	8		1620	10478	-8858
OSBPL6	2	178194512	208381	#73af42	oxysterol binding protein like 6	180	8	0	8		1620	10478	-8858
MLXIP	12	21022	65511	#73af42	MLX interacting protein	180	8	0	8		1620	10478	-8858
ARHGAP35	19	46860997	144079	#73af42	Rho GTPase activating protein 35	180	8	0	8		1620	10478	-8858
ZNF91	19	23357696	37775	#73af42	zinc finger protein 91	180	8	0	8		1620	10478	-8858
TAF9	5	147938	4778	#73af42	TATA-box binding protein associated factor 9	180	8	0	8		1620	10478	-8858
ACAD11	3	132558141	101668	#73af42	acyl-CoA dehydrogenase family member 11	180	8	0	8		1620	10478	-8858
GIT1	17	29573475	16173	#73af42	GIT ArfGAP 1	180	8	0	8		1620	10478	-8858
POM121	7	72879357	68942	#73af42	POM121 transmembrane nucleoporin	180	8	0	8		1620	10478	-8858
PCNX3	11	65616312	21127	#73af42	pecanex 3	180	8	0	8		1620	10478	-8858
ZNF608	5	124636917	108195	#73af42	zinc finger protein 608	180	8	0	8		1620	10478	-8858
SAMD4B	19	39342459	42388	#73af42	sterile alpha motif domain containing 4B	180	8	0	8		1620	10478	-8858
POLR2M	15	57706521	11036	#73af42	RNA polymerase II subunit M	180	8	0	8		1620	10478	-8858
ZSCAN18	19	58083856	14375	#73af42	zinc finger and SCAN domain containing 18	180	8	0	8		1620	10478	-8858
ZNF518B	4	10439880	17546	#73af42	zinc finger protein 518B	180	8	0	8		1620	10478	-8858
MBOAT2	2	8852690	150994	#73af42	membrane bound O-acyltransferase domain containing 2	180	8	0	8		1620	10478	-8858
DGKD	2	233388154	83944	#73af42	diacylglycerol kinase delta	180	8	0	8		1620	10478	-8858
ZBTB21	21	41986831	23529	#73af42	zinc finger and BTB domain containing 21	180	8	0	8		1620	10478	-8858
C1orf21	1	184387029	241990	#73af42	chromosome 1 open reading frame 21	180	8	0	8		1620	10478	-8858
AGAP3	7	151086475	57959	#73af42	ArfGAP with GTPase domain, ankyrin repeat and PH domain 3	180	8	0	8		1620	10478	-8858
SNX7	1	98661721	98779	#73af42	sorting nexin 7	180	8	0	8		1620	10478	-8858
NR2C1	12	95020229	53389	#73af42	nuclear receptor subfamily 2 group C member 1	180	8	0	8		1620	10478	-8858
ZNF184	6	27404006	69099	#73af42	zinc finger protein 184	180	8	0	8		1620	10478	-8858
CACHD1	1	64470129	222924	#73af42	cache domain containing 1	180	8	0	8		1620	10478	-8858
CCDC59	12	82352304	6083	#73af42	coiled-coil domain containing 59	180	8	0	8		1620	10478	-8858
DIXDC1	11	111937343	85309	#73af42	DIX domain containing 1	180	8	0	8		1620	10478	-8858
TRAPPC12	2	9876	79165	#73af42	trafficking protein particle complex subunit 12	180	8	0	8		1620	10478	-8858
ZBTB9	6	4903299	2967	#73af42	zinc finger and BTB domain containing 9	180	8	0	8		1620	10478	-8858
CSTF2T	10	51695486	4109	#73af42	cleavage stimulation factor subunit 2 tau variant	180	8	0	8		1620	10478	-8858
ARAP2	4	36066004	178510	#73af42	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2	180	8	0	8		1620	10478	-8858
SULT1A2	16	28591943	4537	#73af42	sulfotransferase family 1A member 2	180	8	0	8		1620	10478	-8858
C1orf174	1	3889133	11139	#73af42	chromosome 1 open reading frame 174	180	8	0	8		1620	10478	-8858
ZFP62	5	180847611	13675	#73af42	ZFP62 zinc finger protein	180	8	0	8		1620	10478	-8858
PLEKHA6	1	204218853	141076	#73af42	pleckstrin homology domain containing A6	180	8	0	8		1620	10478	-8858
SGO2	2	200526142	54526	#73af42	shugoshin 2	180	8	0	8		1620	10478	-8858
DDR2	1	162632464	154941	#73af42	discoidin domain receptor tyrosine kinase 2	180	8	0	8		1620	10478	-8858
MIDEAS	14	73715122	45181	#73af42	mitotic deacetylase associated SANT domain protein	180	8	0	8		1620	10478	-8858
PRDM2	1	13749415	38666	#73af42	PR/SET domain 2	180	8	0	8		1620	10478	-8858
LZTR1	22	20982297	16734	#73af42	leucine zipper like transcription regulator 1	180	8	0	8		1620	10478	-8858
PPIL1	6	36854830	19973	#73af42	peptidylprolyl isomerase like 1	180	8	0	8		1620	10478	-8858
UBQLN4	1	156035299	18499	#73af42	ubiquilin 4	180	8	0	8		1620	10478	-8858
ZNF711	X	85243991	29366	#73af42	zinc finger protein 711	180	8	0	8		1620	10478	-8858
YEATS4	12	69359743	31127	#73af42	YEATS domain containing 4	180	8	0	8		1620	10478	-8858
LONP2	16	48244300	118703	#73af42	lon peptidase 2, peroxisomal	180	8	0	8		1620	10478	-8858
ZNF830	17	34961540	2237	#73af42	zinc finger protein 830	180	8	0	8		1620	10478	-8858
CNNM4	2	96760902	50971	#73af42	cyclin and CBS domain divalent metal cation transport mediator 4	180	8	0	8		1620	10478	-8858
KALRN	3	124094707	425143	#73af42	kalirin RhoGEF kinase	180	8	0	8		1620	10478	-8858
LCOR	10	96832945	131488	#73af42	ligand dependent nuclear receptor corepressor	180	8	0	8		1620	10478	-8858
IQGAP2	5	76547409	160723	#73af42	IQ motif containing GTPase activating protein 2	180	8	0	8		1620	10478	-8858
SLF2	10	100912963	46625	#73af42	SMC5-SMC6 complex localization factor 2	180	8	0	8		1620	10478	-8858
CEP44	4	174283911	36417	#73af42	centrosomal protein 44	180	8	0	8		1620	10478	-8858
ERICH1	8	664200	67024	#73af42	glutamate rich 1	180	8	0	8		1620	10478	-8858
COBL	7	51016212	300649	#73af42	cordon-bleu WH2 repeat protein	180	8	0	8		1620	10478	-8858
MYLK	3	123610049	274283	#73af42	myosin light chain kinase	180	8	0	8		1620	10478	-8858
SCIN	7	12570720	89461	#73af42	scinderin	180	8	0	8		1620	10478	-8858
TRAPPC11	4	183659293	54296	#73af42	trafficking protein particle complex subunit 11	180	8	0	8		1620	10478	-8858
BSDC1	1	32364633	29808	#73af42	BSD domain containing 1	180	8	0	8		1620	10478	-8858
DENND6A	3	57625454	67623	#73af42	DENN domain containing 6A	180	8	0	8		1620	10478	-8858
TBC1D9B	5	179862071	45826	#73af42	TBC1 domain family member 9B	180	8	0	8		1620	10478	-8858
GPR155	2	174431572	55516	#73af42	G protein-coupled receptor 155	180	8	0	8		1620	10478	-8858
