gene_symbol	chromosome	start	length	color	full_name	days_in_timeframe	recent_timeframe_citation_count	prior_timeframe_citation_count	citation_count_delta	significance	recent_gene_rank	prior_gene_rank	rank_delta
Kpna2	10	95200029	12082	#73af42	karyopherin subunit alpha 2	180	0	0	0		270	670	-400
Abcg1	20	9743269	97220	#73af42	ATP binding cassette subfamily G member 1	180	0	0	0		270	670	-400
Atp6v0e1	10	16769857	23073	#73af42	ATPase H+ transporting V0 subunit e1	180	0	0	0		270	670	-400
Synrg	10	71278698	79093	#73af42	synergin, gamma	180	0	0	0		270	670	-400
Prdx6	13	79077567	10546	#73af42	peroxiredoxin 6	180	0	0	0		270	670	-400
Idi1	17	57976266	7770	#73af42	isopentenyl-diphosphate delta isomerase 1	180	0	0	0		270	670	-400
Slc22a7	9	16925321	5798	#73af42	solute carrier family 22 member 7	180	0	0	0		270	670	-400
Atrn	3	123434409	133511	#73af42	attractin	180	0	0	0		270	670	-400
Mir434	6	133716248	80	#73af42	microRNA 434	180	0	0	0		270	670	-400
Mir92b	2	188541034	82	#73af42	microRNA 92b	180	0	0	0		270	670	-400
Ap4e1	3	119484714	63764	#73af42	adaptor related protein complex 4 subunit epsilon 1	180	0	0	0		270	670	-400
Ntn5	1	101669086	8510	#73af42	netrin 5	180	0	0	0		270	670	-400
Sh3bp1	7	120125747	12401	#73af42	SH3-domain binding protein 1	180	0	0	0		270	670	-400
Rangap1	7	122940373	26805	#73af42	RAN GTPase activating protein 1	180	0	0	0		270	670	-400
Wdr4	20	10240571	16197	#73af42	WD repeat domain 4	180	0	0	0		270	670	-400
Lrrc47	5	171297850	9832	#73af42	leucine rich repeat containing 47	180	0	0	0		270	670	-400
Ptchd1	X	42558912	51518	#73af42	patched domain containing 1	180	0	0	0		270	670	-400
Camsap2	13	53145712	79544	#73af42	calmodulin regulated spectrin-associated protein family, member 2	180	0	0	0		270	670	-400
Celf5	7	11095468	24473	#73af42	CUGBP, Elav-like family member 5	180	0	0	0		270	670	-400
Sec1	1	101663205	1231	#73af42	secretory blood group 1	180	0	0	0		270	670	-400
Med14	X	10964035	116859	#73af42	mediator complex subunit 14	180	0	0	0		270	670	-400
LOC100909648	13	48368000	10149	#73af42	vasopressin V1b receptor-like	180	0	0	0		270	670	-400
LOC100361083	5	141096801	4162	#73af42	hypothetical LOC100361083	180	0	0	0		270	670	-400
LOC102552805	X	14890070	16477	#73af42	uncharacterized LOC102552805	180	0	0	0		270	670	-400
Tspan17	17	10356988	7582	#73af42	tetraspanin 17	180	0	0	0		270	670	-400
Chaf1b	11	34101291	20080	#73af42	chromatin assembly factor 1 subunit B	180	0	0	0		270	670	-400
Slc17a1	17	43473050	31597	#73af42	solute carrier family 17 member 1	180	0	0	0		270	670	-400
B3galt4	20	5446104	1575	#73af42	Beta-1,3-galactosyltransferase 4	180	0	0	0		270	670	-400
Mlxipl	12	24590645	28994	#73af42	MLX interacting protein-like	180	0	0	0		270	670	-400
Fbxo32	7	98065664	32407	#73af42	F-box protein 32	180	0	0	0		270	670	-400
Mpnd	9	11055370	6241	#73af42	MPN domain containing	180	0	0	0		270	670	-400
Tnfrsf4	5	173447784	2690	#73af42	TNF receptor superfamily member 4	180	0	0	0		270	670	-400
Hpca	5	147295176	8325	#73af42	hippocalcin	180	0	0	0		270	670	-400
Csn2	14	21972274	7237	#73af42	casein beta	180	0	0	0		270	670	-400
Tmem242	1	46302714	26968	#73af42	transmembrane protein 242	180	0	0	0		270	670	-400
Vom1r105		122124451	7442	#73af42		180	0	0	0		-1	-1	-1
Tpm3	2	189430083	19153	#73af42	tropomyosin 3	180	0	0	0		270	670	-400
C2	20	4542340	18812	#73af42	complement C2	180	0	0	0		270	670	-400
Tprn	3	2480232	7478	#73af42	taperin	180	0	0	0		270	670	-400
Clec14a	6	79303301	3142	#73af42	C-type lectin domain containing 14A	180	0	0	0		270	670	-400
Fxyd2	8	49713190	3765	#73af42	FXYD domain-containing ion transport regulator 2	180	0	0	0		270	670	-400
Rgs10	1	199782076	41310	#73af42	regulator of G-protein signaling 10	180	0	0	0		270	670	-400
Rgs1	13	61066196	4326	#73af42	regulator of G-protein signaling 1	180	0	0	0		270	670	-400
Trim17	10	45307007	7816	#73af42	tripartite motif-containing 17	180	0	0	0		270	670	-400
Chad	10	82292375	3771	#73af42	chondroadherin	180	0	0	0		270	670	-400
Arf6	6	91697109	1148	#73af42	ADP-ribosylation factor 6	180	0	0	0		270	670	-400
Arf4	16	2338333	16576	#73af42	ADP-ribosylation factor 4	180	0	0	0		270	670	-400
Arf2	10	92018562	21773	#73af42	ADP-ribosylation factor 2	180	0	0	0		270	670	-400
RGD1308430	15	33333420	4256	#73af42	similar to 1700123O20Rik protein	180	0	0	0		270	670	-400
Hipk1	2	206224015	50064	#73af42	homeodomain interacting protein kinase 1	180	0	0	0		270	670	-400
Armh4	15	26586359	101053	#73af42	armadillo-like helical domain containing 4	180	0	0	0		270	670	-400
Mapk1ip1l	15	24078280	22265	#73af42	mitogen-activated protein kinase 1 interacting protein 1-like	180	0	0	0		270	670	-400
Bola3	4	115046693	9447	#73af42	bolA family member 3	180	0	0	0		270	670	-400
Ctsg	15	35111091	2587	#73af42	cathepsin G	180	0	0	0		270	670	-400
LOC679149	19	433	5886	#73af42	similar to carboxylesterase 2 (intestine, liver)	180	0	0	0		270	670	-400
Tmem128	14	77270794	8999	#73af42	transmembrane protein 128	180	0	0	0		270	670	-400
Osgep	15	27842447	7419	#73af42	O-sialoglycoprotein endopeptidase	180	0	0	0		270	670	-400
Magoh	5	127480515	7101	#73af42	mago homolog, exon junction complex subunit	180	0	0	0		270	670	-400
Tmem255b	16	81204766	4658	#73af42	transmembrane protein 255B	180	0	0	0		270	670	-400
Ephx4	14	3360712	29231	#73af42	epoxide hydrolase 4	180	0	0	0		270	670	-400
Ewsr1	14	85322309	28477	#73af42	EWS RNA-binding protein 1	180	0	0	0		270	670	-400
Pak1ip1	17	21579987	11077	#73af42	PAK1 interacting protein 1	180	0	0	0		270	670	-400
Fyco1	8	132844043	66862	#73af42	FYVE and coiled-coil domain autophagy adaptor 1	180	0	0	0		270	670	-400
Mrps18c	14	10440691	6218	#73af42	mitochondrial ribosomal protein S18C	180	0	0	0		270	670	-400
Kat2a	10	88611586	7951	#73af42	lysine acetyltransferase 2A	180	0	0	0		270	670	-400
Map7d1	5	144250419	24562	#73af42	MAP7 domain containing 1	180	0	0	0		270	670	-400
Mir155hg	11	24175417	2228	#73af42	Mir155 host gene	180	0	0	0		270	670	-400
Mcart1	5	61122311	7715	#73af42	mitochondrial carrier triple repeat 1	180	0	0	0		270	670	-400
Slc10a3	X	156336450	3806	#73af42	solute carrier family 10, member 3	180	0	0	0		270	670	-400
Atg4d	8	22291445	9886	#73af42	autophagy related 4D, cysteine peptidase	180	0	0	0		270	670	-400
Atad1	1	251235977	143161	#73af42	ATPase family, AAA domain containing 1	180	0	0	0		270	670	-400
Mterf4	9	100440484	4674	#73af42	mitochondrial transcription termination factor 4	180	0	0	0		270	670	-400
LOC306079	15	62520953	11222	#73af42	similar to RIKEN cDNA 3100001N19	180	0	0	0		270	670	-400
Slc25a15	16	74534070	18597	#73af42	solute carrier family 25 member 15	180	0	0	0		270	670	-400
Fn3krp	10	110614739	7886	#73af42	fructosamine-3-kinase-related protein	180	0	0	0		270	670	-400
Arhgap5	6	73358112	7821	#73af42	Rho GTPase activating protein 5	180	0	0	0		270	670	-400
Camp	8	117930558	1813	#73af42	cathelicidin antimicrobial peptide	180	0	0	0		270	670	-400
Fbxo5	1	42461277	6369	#73af42	F-box protein 5	180	0	0	0		270	670	-400
Ttyh1	1	73735227	17906	#73af42	tweety family member 1	180	0	0	0		270	670	-400
Dhx37	12	36594058	20107	#73af42	DEAH-box helicase 37	180	0	0	0		270	670	-400
Il12rb1	16	20371338	11999	#73af42	interleukin 12 receptor subunit beta 1	180	0	0	0		270	670	-400
Smtnl1	3	72207151	8059	#73af42	smoothelin-like 1	180	0	0	0		270	670	-400
Stk26	X	138046539	48710	#73af42	serine/threonine kinase 26	180	0	0	0		270	670	-400
Myh2	10	53711895	26269	#73af42	myosin heavy chain 2	180	0	0	0		270	670	-400
Cyp4v3	16	50111803	24938	#73af42	cytochrome P450, family 4, subfamily v, polypeptide 3	180	0	0	0		270	670	-400
Zg16b	10	13320716	3133	#73af42	zymogen granule protein 16B	180	0	0	0		270	670	-400
Myrf	1	226260558	31922	#73af42	myelin regulatory factor	180	0	0	0		270	670	-400
Rab11fip1	16	69048739	30593	#73af42	RAB11 family interacting protein 1	180	0	0	0		270	670	-400
Las1l	X	65081591	20753	#73af42	LAS1-like, ribosome biogenesis factor	180	0	0	0		270	670	-400
Smok2a	1	54127170	9797	#73af42	sperm motility kinase 2A	180	0	0	0		270	670	-400
Vom2r7	1	54616669	15987	#73af42	vomeronasal 2 receptor, 7	180	0	0	0		270	670	-400
Dact2	1	56159435	8916	#73af42	dishevelled-binding antagonist of beta-catenin 2	180	0	0	0		270	670	-400
Srsf9	12	47039714	6308	#73af42	serine and arginine rich splicing factor 9	180	0	0	0		270	670	-400
Arpc5	13	70174970	8911	#73af42	actin related protein 2/3 complex, subunit 5	180	0	0	0		270	670	-400
Armcx3	X	105573909	3571	#73af42	armadillo repeat containing, X-linked 3	180	0	0	0		270	670	-400
Mzb1	18	28436546	2061	#73af42	marginal zone B and B1 cell-specific protein	180	0	0	0		270	670	-400
Ercc3	18	25037668	30712	#73af42	ERCC excision repair 3, TFIIH core complex helicase subunit	180	0	0	0		270	670	-400
Hbb-bs	1	168964202	1366	#73af42	hemoglobin, beta adult s chain	180	0	0	0		270	670	-400
Tnks	16	60925093	142099	#73af42	tankyrase	180	0	0	0		270	670	-400
Prag1	16	59666794	54452	#73af42	PEAK1 related kinase activating pseudokinase 1	180	0	0	0		270	670	-400
Kif26b	13	96775356	398113	#73af42	kinesin family member 26B	180	0	0	0		270	670	-400
Arhgap30	13	89774764	21349	#73af42	Rho GTPase activating protein 30	180	0	0	0		270	670	-400
RGD1559578	10	98091054	33664	#73af42	RGD1559578	180	0	0	0		270	670	-400
Mfhas1	16	60128201	80261	#73af42	multifunctional ROCO family signaling regulator 1	180	0	0	0		270	670	-400
Dcaf10	5	60900450	37097	#73af42	DDB1 and CUL4 associated factor 10	180	0	0	0		270	670	-400
Trim14	5	62128941	24821	#73af42	tripartite motif-containing 14	180	0	0	0		270	670	-400
Gpr87	2	149398949	1160	#73af42	G protein-coupled receptor 87	180	0	0	0		270	670	-400
Naa15	2	140471690	62569	#73af42	N(alpha)-acetyltransferase 15, NatA auxiliary subunit	180	0	0	0		270	670	-400
Necab3	3	150047826	14485	#73af42	N-terminal EF-hand calcium binding protein 3	180	0	0	0		270	670	-400
Arhgap45	7	12541056	200193	#73af42	Rho GTPase activating protein 45	180	0	0	0		270	670	-400
Cd3e	8	49297608	11198	#73af42	CD3e molecule	180	0	0	0		270	670	-400
Vom2r79	9	9214429	48621	#73af42	vomeronasal 2 receptor, 79	180	0	0	0		270	670	-400
Slirp	6	111476768	9271	#73af42	SRA stem-loop interacting RNA binding protein	180	0	0	0		270	670	-400
Mir3547	10	14603134	109	#73af42	microRNA 3547	180	0	0	0		270	670	-400
Apobec3	7	121109250	19096	#73af42	apolipoprotein B mRNA editing enzyme catalytic subunit 3	180	0	0	0		270	670	-400
Hmcn1	13	67799791	560873	#73af42	hemicentin 1	180	0	0	0		270	670	-400
Golga7b	1	261494511	19900	#73af42	golgin A7 family, member B	180	0	0	0		270	670	-400
Ybx2	10	56546689	5650	#73af42	Y box binding protein 2	180	0	0	0		270	670	-400
Vom1r13	1	60248695	950	#73af42	vomeronasal 1 receptor 13	180	0	0	0		270	670	-400
Olr1380	10	12776304	941	#73af42	olfactory receptor 1380	180	0	0	0		270	670	-400
Olr386	1	64491552	974	#73af42	olfactory receptor 386	180	0	0	0		270	670	-400
Olr803	4	71892368	938	#73af42	olfactory receptor 803	180	0	0	0		270	670	-400
Olr804	4	71957821	953	#73af42	olfactory receptor 804	180	0	0	0		270	670	-400
Olr807	4	72239942	950	#73af42	olfactory receptor 807	180	0	0	0		270	670	-400
Trem3	9	14713935	10158	#73af42	triggering receptor expressed on myeloid cells 3	180	0	0	0		270	670	-400
Vom1r16	1	61219351	938	#73af42	vomeronasal 1 receptor 16	180	0	0	0		270	670	-400
Mtfr1l	5	152736584	10004	#73af42	mitochondrial fission regulator 1-like	180	0	0	0		270	670	-400
Paf1	1	85362421	5578	#73af42	PAF1 homolog, Paf1/RNA polymerase II complex component	180	0	0	0		270	670	-400
Plekho1	2	198112116	8086	#73af42	pleckstrin homology domain containing O1	180	0	0	0		270	670	-400
Vom2r80	1	62412038	129853	#73af42	vomeronasal 2 receptor, 80	180	0	0	0		270	670	-400
Vom2r16	1	62837021	18134	#73af42	vomeronasal 2 receptor, 16	180	0	0	0		270	670	-400
Alkbh3	3	82874247	32334	#73af42	alkB homolog 3, alpha-ketoglutarate-dependent dioxygenase	180	0	0	0		270	670	-400
Zic4	8	98755104	5633	#73af42	Zic family member 4	180	0	0	0		270	670	-400
Tbc1d2b	8	97577565	69507	#73af42	TBC1 domain family, member 2B	180	0	0	0		270	670	-400
Nostrin	3	55369282	64558	#73af42	nitric oxide synthase trafficking	180	0	0	0		270	670	-400
Nmb	1	142721263	2744	#73af42	neuromedin B	180	0	0	0		270	670	-400
Cldn22	16	47534349	1009	#73af42	claudin 22	180	0	0	0		270	670	-400
Mesp2	1	141550633	2606	#73af42	mesoderm posterior bHLH transcription factor 2	180	0	0	0		270	670	-400
Snx5	3	138378032	19912	#73af42	sorting nexin 5	180	0	0	0		270	670	-400
Wsb2	12	44942443	20236	#73af42	WD repeat and SOCS box-containing 2	180	0	0	0		270	670	-400
Ep400	12	51948650	106621	#73af42	E1A binding protein p400	180	0	0	0		270	670	-400
Pantr1	9	49430504	44820	#73af42	POU3F3 adjacent non-coding transcript 1	180	0	0	0		270	670	-400
Hoxa11-as	4	116389	3774	#73af42	HOXA11 antisense RNA	180	0	0	0		270	670	-400
Rps9l1	1	64086625	3398	#73af42	ribosomal protein S9-like 1	180	0	0	0		270	670	-400
Kif22	1	198461406	15024	#73af42	kinesin family member 22	180	0	0	0		270	670	-400
Fam118b	8	36416996	21734	#73af42	family with sequence similarity 118, member B	180	0	0	0		270	670	-400
LOC100125364	1	56949712	2722	#73af42	hypothetical protein LOC100125364	180	0	0	0		270	670	-400
Cmtm1	19	859947	9543	#73af42	CKLF-like MARVEL transmembrane domain containing 1	180	0	0	0		270	670	-400
Pspc1	15	36970155	60065	#73af42	paraspeckle component 1	180	0	0	0		270	670	-400
Sp110	9	92593909	22256	#73af42	SP110 nuclear body protein	180	0	0	0		270	670	-400
Memo1	6	22362485	47096	#73af42	mediator of cell motility 1	180	0	0	0		270	670	-400
Gmcl1	4	118500604	33674	#73af42	germ cell-less 1, spermatogenesis associated	180	0	0	0		270	670	-400
Mir208b	15	33639510	111	#73af42	microRNA 208b	180	0	0	0		270	670	-400
Pop4	1	94661127	8334	#73af42	POP4 homolog, ribonuclease P/MRP subunit	180	0	0	0		270	670	-400
Catsperd	9	10390308	37221	#73af42	cation channel sperm associated auxiliary subunit delta	180	0	0	0		270	670	-400
Tmem167b	2	211348762	3778	#73af42	transmembrane protein 167B	180	0	0	0		270	670	-400
Cmc1	8	126437345	58002	#73af42	C-x(9)-C motif containing 1	180	0	0	0		270	670	-400
Syce3	7	130360511	8308	#73af42	synaptonemal complex central element protein 3	180	0	0	0		270	670	-400
Mir194-2	1	221634786	84	#73af42	microRNA 194-2	180	0	0	0		270	670	-400
Snrpf	7	34478331	6703	#73af42	small nuclear ribonucleoprotein polypeptide F	180	0	0	0		270	670	-400
Olr1l	1	64480929	974	#73af42	olfactory receptor 1-like	180	0	0	0		270	670	-400
Slc25a38	8	128790348	12638	#73af42	solute carrier family 25, member 38	180	0	0	0		270	670	-400
Mir543	6	133866660	79	#73af42	microRNA 543	180	0	0	0		270	670	-400
Mir363	X	140117098	86	#73af42	microRNA 363	180	0	0	0		270	670	-400
Mir487b	6	133877124	81	#73af42	microRNA 487b	180	0	0	0		270	670	-400
Mir375	9	82161716	74	#73af42	microRNA 375	180	0	0	0		270	670	-400
Mir188	X	16110270	79	#73af42	microRNA 188	180	0	0	0		270	670	-400
Mir382	6	133884178	79	#73af42	microRNA 382	180	0	0	0		270	670	-400
Mir503	X	158148476	70	#73af42	microRNA 503	180	0	0	0		270	670	-400
Obi1	15	88632089	38236	#73af42	ORC ubiquitin ligase 1	180	0	0	0		270	670	-400
Vom2r17	1	4320382	15770	#73af42	vomeronasal 2 receptor, 17	180	0	0	0		270	670	-400
Hectd2	1	255186729	67578	#73af42	HECT domain E3 ubiquitin protein ligase 2	180	0	0	0		270	670	-400
Abcf3	11	84026206	11732	#73af42	ATP binding cassette subfamily F member 3	180	0	0	0		270	670	-400
Slc1a3	2	57860881	74471	#73af42	solute carrier family 1 member 3	180	0	0	0		270	670	-400
Borcs8	16	21022500	6663	#73af42	BLOC-1 related complex subunit 8	180	0	0	0		270	670	-400
Cyb5r2	1	171971699	8234	#73af42	cytochrome b5 reductase 2	180	0	0	0		270	670	-400
Vom2r34	1	66043759	115880	#73af42	vomeronasal 2 receptor, 34	180	0	0	0		270	670	-400
Vom2r33	1	65937820	14970	#73af42	vomeronasal 2 receptor, 33	180	0	0	0		270	670	-400
Serpinb11	13	27238767	18414	#73af42	serpin family B member 11	180	0	0	0		270	670	-400
Mir877	20	3318872	84	#73af42	microRNA 877	180	0	0	0		270	670	-400
Mir376a	6	133873605	81	#73af42	microRNA 376a	180	0	0	0		270	670	-400
Mir376b	6	133873095	84	#73af42	microRNA 376b	180	0	0	0		270	670	-400
Mir376c	6	133872439	83	#73af42	microRNA 376c	180	0	0	0		270	670	-400
Mir106a	X	140117891	77	#73af42	microRNA 106a	180	0	0	0		270	670	-400
Mir147	3	114775343	78	#73af42	microRNA 147	180	0	0	0		270	670	-400
Pa2g4	7	2979587	7468	#73af42	proliferation-associated 2G4	180	0	0	0		270	670	-400
Pnkp	1	100853906	5012	#73af42	polynucleotide kinase 3'-phosphatase	180	0	0	0		270	670	-400
Krt85	7	143161308	6464	#73af42	keratin 85	180	0	0	0		270	670	-400
Tmod4	2	196295069	4827	#73af42	tropomodulin 4	180	0	0	0		270	670	-400
Vom2r78	1	67820044	12419	#73af42	vomeronasal 2 receptor, 78	180	0	0	0		270	670	-400
Psmd12	10	95706808	18644	#73af42	proteasome 26S subunit, non-ATPase 12	180	0	0	0		270	670	-400
Prelid3b	3	172567092	7290	#73af42	PRELI domain containing 3B	180	0	0	0		270	670	-400
Nlrp4a	1	69326303	104752	#73af42	NLR family, pyrin domain containing 4A	180	0	0	0		270	670	-400
Vom2r28	1	69558008	31088	#73af42	vomeronasal 2 receptor, 28	180	0	0	0		270	670	-400
Ythdf2	5	150364490	25683	#73af42	YTH N(6)-methyladenosine RNA binding protein 2	180	0	0	0		270	670	-400
MGC93861	1	261298147	1359	#73af42	hypothetical protein LOC682010	180	0	0	0		270	670	-400
Arl2bp	19	10753670	9440	#73af42	ADP-ribosylation factor like GTPase 2 binding protein	180	0	0	0		270	670	-400
Ubfd1	1	192025710	11398	#73af42	ubiquitin family domain containing 1	180	0	0	0		270	670	-400
Tbc1d14	14	79401834	36931	#73af42	TBC1 domain family, member 14	180	0	0	0		270	670	-400
Selenok-ps2	13	560870	1803	#73af42	selenoprotein K, pseudogene 2	180	0	0	0		270	670	-400
Mir328b	14	45331146	117	#73af42	microRNA 328b	180	0	0	0		270	670	-400
Gprc5a	4	168832937	18713	#73af42	G protein-coupled receptor, class C, group 5, member A	180	0	0	0		270	670	-400
Tincr	9	10499290	2232	#73af42	TINCR ubiquitin domain containing	180	0	0	0		270	670	-400
Mir30c1	5	139699877	88	#73af42	microRNA 30c-1	180	0	0	0		270	670	-400
Phactr1	17	23245423	515773	#73af42	phosphatase and actin regulator 1	180	0	0	0		270	670	-400
Atp5mc3	3	60811218	2650	#73af42	ATP synthase membrane subunit c locus 3	180	0	0	0		270	670	-400
Olr4	1	70454322	938	#73af42	olfactory receptor 4	180	0	0	0		270	670	-400
Olr5	1	70464948	908	#73af42	olfactory receptor 5	180	0	0	0		270	670	-400
Olr6	1	70480941	938	#73af42	olfactory receptor 6	180	0	0	0		270	670	-400
Olr7	1	70484947	941	#73af42	olfactory receptor 7	180	0	0	0		270	670	-400
Olr8	1	70495403	944	#73af42	olfactory receptor 8	180	0	0	0		270	670	-400
Theg	7	13013541	7804	#73af42	theg spermatid protein	180	0	0	0		270	670	-400
Ocrl	X	134742226	51185	#73af42	OCRL, inositol polyphosphate-5-phosphatase	180	0	0	0		270	670	-400
Snx19	8	31497639	36438	#73af42	sorting nexin 19	180	0	0	0		270	670	-400
Ccnt2	13	44475970	39769	#73af42	cyclin T2	180	0	0	0		270	670	-400
Tfcp2l1	13	34610689	60928	#73af42	transcription factor CP2-like 1	180	0	0	0		270	670	-400
Vom2r71	14	71606503	23900	#73af42	vomeronasal 2 receptor, 71	180	0	0	0		270	670	-400
Smpdl3b	5	150925150	21844	#73af42	sphingomyelin phosphodiesterase, acid-like 3B	180	0	0	0		270	670	-400
Foxj2	4	155653718	26075	#73af42	forkhead box J2	180	0	0	0		270	670	-400
Zswim5	5	135735825	116750	#73af42	zinc finger, SWIM-type containing 5	180	0	0	0		270	670	-400
Lime1	3	176882027	2323	#73af42	Lck interacting transmembrane adaptor 1	180	0	0	0		270	670	-400
Stk11	7	12440751	16762	#73af42	serine/threonine kinase 11	180	0	0	0		270	670	-400
Zfyve9	5	128233096	159579	#73af42	zinc finger FYVE-type containing 9	180	0	0	0		270	670	-400
Arid3a	7	12576371	21999	#73af42	AT-rich interaction domain 3A	180	0	0	0		270	670	-400
Zfp524	1	72376386	1048	#73af42	zinc finger protein 524	180	0	0	0		270	670	-400
Ccdc60	12	46042440	164196	#73af42	coiled-coil domain containing 60	180	0	0	0		270	670	-400
Gnas	3	172420344	14642	#73af42	GNAS complex locus	180	0	0	0		270	670	-400
Shfl	8	21890238	5639	#73af42	shiftless antiviral inhibitor of ribosomal frameshifting	180	0	0	0		270	670	-400
Mir410	6	133893997	75	#73af42	microRNA 410	180	0	0	0		270	670	-400
Mir301b	11	88129426	77	#73af42	microRNA 301b	180	0	0	0		270	670	-400
Mir381	6	133876615	60	#73af42	microRNA 381	180	0	0	0		270	670	-400
Mir539	6	133877832	75	#73af42	microRNA 539	180	0	0	0		270	670	-400
Trim16	10	49231961	22687	#73af42	tripartite motif-containing 16	180	0	0	0		270	670	-400
Ebi3	9	11110874	3969	#73af42	Epstein-Barr virus induced 3	180	0	0	0		270	670	-400
Actg1	10	75643054	1902	#73af42	actin, gamma 1	180	0	0	0		270	670	-400
Antkmt	10	15160037	1858	#73af42	adenine nucleotide translocase lysine methyltransferase	180	0	0	0		270	670	-400
Espnl	9	98460177	23242	#73af42	espin-like	180	0	0	0		270	670	-400
