#name	chromosome	start	length	color	full_name	days_in_timeframe	recent_timeframe_citation_count	past_timeframe_citation_count	citation_count_delta	significance	recent_gene_rank	past_gene_rank	rank_delta
VWF	27	39062625	137444	#73af42	von Willebrand factor	180	0	0	0		7	37	-30
KCNA5	27	40035731	1802	#73af42	potassium voltage-gated channel subfamily A member 5	180	0	0	0		7	37	-30
KCNA1	27	40179028	1487	#73af42	potassium voltage-gated channel subfamily A member 1	180	0	0	0		7	37	-30
SLC6A12	27	42569709	24676	#73af42	solute carrier family 6 member 12	180	0	0	0		7	37	-30
BID	27	45642534	39363	#73af42	BH3 interacting domain death agonist	180	0	0	0		7	37	-30
FYTTD1	33	28948213	26429	#73af42	forty-two-three domain containing 1	180	0	0	0		7	37	-30
ZFAND4	28	1900471	61842	#73af42	zinc finger AN1-type containing 4	180	0	0	0		7	37	-30
ALOX5	28	2147070	57211	#73af42	arachidonate 5-lipoxygenase	180	0	0	0		7	37	-30
OR6D7	28	2274341	953	#73af42	olfactory receptor family 6 subfamily D member 7	180	0	0	0		7	37	-30
CXCL12	28	2868050	11571	#73af42	C-X-C motif chemokine ligand 12	180	0	0	0		7	37	-30
RET	28	3922935	31083	#73af42	ret proto-oncogene	180	0	0	0		7	37	-30
MIR107	28	4456978	57	#73af42	microRNA mir-107	180	0	0	0		7	37	-30
MIR8815-1	28	6801486	130	#73af42	microRNA mir-8815-1	180	0	0	0		7	37	-30
MIR8815-2	28	6801486	130	#73af42	microRNA mir-8815-2	180	0	0	0		7	37	-30
IDE	28	6826499	122791	#73af42	insulin degrading enzyme	180	0	0	0		7	37	-30
EXOC6	28	7187488	207121	#73af42	exocyst complex component 6	180	0	0	0		7	37	-30
FFAR4	28	7781742	18311	#73af42	free fatty acid receptor 4	180	0	0	0		7	37	-30
PLCE1	28	8190819	271419	#73af42	phospholipase C epsilon 1	180	0	0	0		7	37	-30
CYP2C18	28	8706116	23416	#73af42	cytochrome P450 2C21	180	0	0	0		7	37	-30
GOT1	28	12367262	25301	#73af42	glutamic-oxaloacetic transaminase 1	180	0	0	0		7	37	-30
ABCC2	28	12685440	69243	#73af42	ATP binding cassette subfamily C member 2	180	0	0	0		7	37	-30
KCNIP2	28	14424193	18398	#73af42	potassium voltage-gated channel interacting protein 2	180	0	0	0		7	37	-30
MIR146B	28	14959606	60	#73af42	microRNA mir-146b	180	0	0	0		7	37	-30
ACTR1A	28	14991502	17918	#73af42	actin related protein 1A	180	0	0	0		7	37	-30
MIR1307	28	15791230	59	#73af42	microRNA mir-1307	180	0	0	0		7	37	-30
MIR8816	28	15942064	131	#73af42	microRNA mir-8816	180	0	0	0		7	37	-30
ADRB1	28	24997230	1454	#73af42	adrenoceptor beta 1	180	0	0	0		7	37	-30
PNLIPRP1	28	27258945	15341	#73af42	pancreatic lipase related protein 1	180	0	0	0		7	37	-30
PRDX3	28	29480901	8152	#73af42	peroxiredoxin 3	180	0	0	0		7	37	-30
FGFR2	28	31369550	102223	#73af42	fibroblast growth factor receptor 2	180	0	0	0		7	37	-30
MIR8817	28	37715322	127	#73af42	microRNA mir-8817	180	0	0	0		7	37	-30
MGMT	28	38267067	279919	#73af42	O-6-methylguanine-DNA methyltransferase	180	0	0	0		7	37	-30
INPP5A	28	40535027	158451	#73af42	inositol polyphosphate-5-phosphatase A	180	0	0	0		7	37	-30
MIR202	28	40962179	70	#73af42	microRNA mir-202	180	0	0	0		7	37	-30
CYP2E1	28	41235594	10031	#73af42	cytochrome P450 family 2 subfamily E member 1	180	0	0	0		7	37	-30
MIR8818	28	41325014	124	#73af42	microRNA mir-8818	180	0	0	0		7	37	-30
MIR8899	3	40503019	104	#73af42	microRNA mir-8899	180	0	0	0		7	37	-30
PRKDC	29	20944	219354	#73af42	protein kinase, DNA-activated, catalytic subunit	180	0	0	0		7	37	-30
UBE2V2	29	303991	50167	#73af42	ubiquitin conjugating enzyme E2 V2	180	0	0	0		7	37	-30
SNAI2	29	1151831	2516	#73af42	snail family transcriptional repressor 2	180	0	0	0		7	37	-30
OPRK1	29	5025124	26059	#73af42	opioid receptor kappa 1	180	0	0	0		7	37	-30
RP1	29	6139004	10325	#73af42	RP1 axonemal microtubule associated	180	0	0	0		7	37	-30
RAB2A	29	11039366	88121	#73af42	RAB2A, member RAS oncogene family	180	0	0	0		7	37	-30
ASPH	29	11900440	182301	#73af42	aspartate beta-hydroxylase	180	0	0	0		7	37	-30
CRH	29	15940159	2440	#73af42	corticotropin releasing hormone	180	0	0	0		7	37	-30
SGK3	29	16457800	70080	#73af42	serum/glucocorticoid regulated kinase family, member 3	180	0	0	0		7	37	-30
C29H8orf34	29	17954764	377781	#73af42	chromosome 29 C8orf34 homolog	180	0	0	0		7	37	-30
SULF1	29	18940318	80038	#73af42	sulfatase 1	180	0	0	0		7	37	-30
TRAM1	29	19804740	33764	#73af42	translocation associated membrane protein 1	180	0	0	0		7	37	-30
KCNB2	29	21409817	362882	#73af42	potassium voltage-gated channel subfamily B member 2	180	0	0	0		7	37	-30
RPL7	29	22048894	3365	#73af42	ribosomal protein L7	180	0	0	0		7	37	-30
IL7	29	26548175	38093	#73af42	interleukin 7	180	0	0	0		7	37	-30
HEY1	29	27354259	2927	#73af42	hes related family bHLH transcription factor with YRPW motif 1	180	0	0	0		7	37	-30
MIR8799B	29	29467653	121	#73af42	microRNA mir-8799b	180	0	0	0		7	37	-30
CA1	29	32058957	9771	#73af42	carbonic anhydrase 1	180	0	0	0		7	37	-30
CA3	29	32135278	10435	#73af42	carbonic anhydrase 3	180	0	0	0		7	37	-30
CA2	29	32159433	16079	#73af42	carbonic anhydrase 2	180	0	0	0		7	37	-30
CNGB3	29	32947981	143345	#73af42	cyclic nucleotide gated channel subunit beta 3	180	0	0	0		7	37	-30
SRP19	3	74586	5429	#73af42	signal recognition particle 19	180	0	0	0		7	37	-30
FER	3	2707992	428124	#73af42	FER tyrosine kinase	180	0	0	0		7	37	-30
ARSK	3	13836197	34283	#73af42	arylsulfatase family member K	180	0	0	0		7	37	-30
MIR9-2	3	19884450	59	#73af42	microRNA mir-9-2	180	0	0	0		7	37	-30
CKMT2	3	25877524	15735	#73af42	creatine kinase, mitochondrial 2	180	0	0	0		7	37	-30
AP3B1	3	28341769	265944	#73af42	adaptor related protein complex 3 subunit beta 1	180	0	0	0		7	37	-30
F2RL1	3	29656957	8887	#73af42	F2R like trypsin receptor 1	180	0	0	0		7	37	-30
OR6C1K	3	31193010	938	#73af42	olfactory receptor family 6 subfamily C member 1K	180	0	0	0		7	37	-30
MIR8799G	3	32566614	121	#73af42	microRNA mir-8799g	180	0	0	0		7	37	-30
MIR211	3	37788502	99	#73af42	microRNA mir-211	180	0	0	0		7	37	-30
SELENOS	3	39721571	8944	#73af42	selenoprotein S	180	0	0	0		7	37	-30
ST8SIA2	3	47521309	61476	#73af42	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2	180	0	0	0		7	37	-30
MIR7-2	3	51744628	61	#73af42	microRNA mir-7-2	180	0	0	0		7	37	-30
ACAN	3	51936640	36391	#73af42	aggrecan	180	0	0	0		7	37	-30
MIR9-3	3	52350533	60	#73af42	microRNA mir-9-3	180	0	0	0		7	37	-30
RHCG	3	52441812	23182	#73af42	Rh family C glycoprotein	180	0	0	0		7	37	-30
ANPEP	3	52702917	15014	#73af42	alanyl aminopeptidase, membrane	180	0	0	0		7	37	-30
AP3S2	3	52745895	56752	#73af42	adaptor related protein complex 3 subunit sigma 2	180	0	0	0		7	37	-30
ARPIN	3	52808253	9906	#73af42	actin related protein 2/3 complex inhibitor	180	0	0	0		7	37	-30
SEC11A	3	53879144	39478	#73af42	SEC11 homolog A, signal peptidase complex subunit	180	0	0	0		7	37	-30
RPS17	3	54340040	2682	#73af42	ribosomal protein S17	180	0	0	0		7	37	-30
MIR1839	3	54519441	72	#73af42	microRNA mir-1839	180	0	0	0		7	37	-30
MIR8898	3	54597040	142	#73af42	microRNA mir-8898	180	0	0	0		7	37	-30
MIR184	3	57846875	67	#73af42	microRNA mir-184	180	0	0	0		7	37	-30
MIR8900	3	58349431	140	#73af42	microRNA mir-8900	180	0	0	0		7	37	-30
MIR95	3	59835929	80	#73af42	microRNA mir-95	180	0	0	0		7	37	-30
TRMT44	3	60181192	24501	#73af42	tRNA methyltransferase 44 homolog	180	0	0	0		7	37	-30
HGFAC	3	60874179	8243	#73af42	HGF activator	180	0	0	0		7	37	-30
PROM1	3	64228808	101405	#73af42	prominin 1	180	0	0	0		7	37	-30
CD38	3	64496819	47665	#73af42	CD38 molecule	180	0	0	0		7	37	-30
ZNF518B	3	69149291	4028	#73af42	zinc finger protein 518B	180	0	0	0		7	37	-30
WDR1	3	69335607	42433	#73af42	WD repeat domain 1	180	0	0	0		7	37	-30
SLC2A9	3	69429052	190429	#73af42	solute carrier family 2 member 9	180	0	0	0		7	37	-30
RBM47	3	72095780	66806	#73af42	RNA binding motif protein 47	180	0	0	0		7	37	-30
PDS5A	3	72561918	150544	#73af42	PDS5 cohesin associated factor A	180	0	0	0		7	37	-30
MIR574	3	73541106	57	#73af42	microRNA mir-574	180	0	0	0		7	37	-30
TLR1	3	73588991	2368	#73af42	toll like receptor 1	180	0	0	0		7	37	-30
TLR10	3	73614824	2423	#73af42	toll like receptor 10	180	0	0	0		7	37	-30
CAR1	3	83936466	1421	#73af42	syncytin-Car1	180	0	0	0		7	37	-30
CCKAR	3	84102638	8325	#73af42	cholecystokinin A receptor	180	0	0	0		7	37	-30
SMIM20	3	84572599	12854	#73af42	small integral membrane protein 20	180	0	0	0		7	37	-30
MIR218-1	3	89174231	63	#73af42	microRNA mir-218-1	180	0	0	0		7	37	-30
TMED11	3	91605732	16671	#73af42	glycoprotein 25L	180	0	0	0		7	37	-30
IDUA	3	91693928	12503	#73af42	alpha-L-iduronidase	180	0	0	0		7	37	-30
PDE6B	3	91917663	28190	#73af42	phosphodiesterase 6B	180	0	0	0		7	37	-30
MIR8792	30	3268892	144	#73af42	microRNA mir-8792	180	0	0	0		7	37	-30
SRP14	30	7307409	2613	#73af42	signal recognition particle 14	180	0	0	0		7	37	-30
RAD51	30	7892599	34943	#73af42	RAD51 recombinase	180	0	0	0		7	37	-30
JMJD7	30	8915357	6447	#73af42	jumonji domain containing 7	180	0	0	0		7	37	-30
PLA2G4B	30	8924365	7970	#73af42	phospholipase A2, group IVB (cytosolic)	180	0	0	0		7	37	-30
SERF2	30	10581168	1750	#73af42	small EDRK-rich factor 2	180	0	0	0		7	37	-30
B2M	30	11375114	4678	#73af42	beta-2-microglobulin	180	0	0	0		7	37	-30
DUOX1	30	11599266	31942	#73af42	dual oxidase 1	180	0	0	0		7	37	-30
GATM	30	11782971	17761	#73af42	glycine amidinotransferase	180	0	0	0		7	37	-30
MIR147	30	11859007	85	#73af42	microRNA mir-147	180	0	0	0		7	37	-30
FBN1	30	14697727	223160	#73af42	fibrillin 1	180	0	0	0		7	37	-30
FGF7	30	15623415	50403	#73af42	fibroblast growth factor 7	180	0	0	0		7	37	-30
MIR8791A	30	16085308	144	#73af42	microRNA mir-8791a	180	0	0	0		7	37	-30
CYP19A1	30	17024109	31707	#73af42	cytochrome P450 family 19 subfamily A member 1	180	0	0	0		7	37	-30
RAB27A	30	20722265	61092	#73af42	RAB27A, member RAS oncogene family	180	0	0	0		7	37	-30
MIR628	30	20862522	94	#73af42	microRNA mir-628	180	0	0	0		7	37	-30
ALDH1A2	30	23164758	95851	#73af42	aldehyde dehydrogenase 1 family member A2	180	0	0	0		7	37	-30
LIPC	30	23523240	151297	#73af42	lipase C, hepatic type	180	0	0	0		7	37	-30
CCNB2	30	24134552	22217	#73af42	cyclin B2	180	0	0	0		7	37	-30
ANXA2	30	25281799	33392	#73af42	annexin A2	180	0	0	0		7	37	-30
MIR190A	30	27537737	84	#73af42	microRNA mir-190a	180	0	0	0		7	37	-30
OAZ2	30	29234170	17005	#73af42	ornithine decarboxylase antizyme 2	180	0	0	0		7	37	-30
RAB11A	30	30320666	17568	#73af42	RAB11A, member RAS oncogene family	180	0	0	0		7	37	-30
MAP2K1	30	30809219	77266	#73af42	mitogen-activated protein kinase kinase 1	180	0	0	0		7	37	-30
RPL4	30	30892952	4915	#73af42	ribosomal protein L4	180	0	0	0		7	37	-30
SMAD3	30	31371657	113570	#73af42	SMAD family member 3	180	0	0	0		7	37	-30
CLN6	30	32370316	17803	#73af42	CLN6 transmembrane ER protein	180	0	0	0		7	37	-30
ANP32A	30	32864791	36890	#73af42	acidic nuclear phosphoprotein 32 family member A	180	0	0	0		7	37	-30
NOX5	30	33075612	32864	#73af42	NADPH oxidase 5	180	0	0	0		7	37	-30
UACA	30	34500752	45686	#73af42	uveal autoantigen with coiled-coil domains and ankyrin repeats	180	0	0	0		7	37	-30
CYP1A2	30	37976275	5705	#73af42	cytochrome P450 family 1 subfamily A member 2	180	0	0	0		7	37	-30
COX5A	30	38112294	12966	#73af42	cytochrome c oxidase subunit Va	180	0	0	0		7	37	-30
MIR631	30	38374373	67	#73af42	microRNA mir-631	180	0	0	0		7	37	-30
POU1F1	31	732210	18113	#73af42	POU class 1 homeobox 1	180	0	0	0		7	37	-30
MIR99A-1	31	13257490	58	#73af42	microRNA mir-99a-1	180	0	0	0		7	37	-30
MIRLET7C	31	13258230	66	#73af42	microRNA let-7c	180	0	0	0		7	37	-30
MIR125B-2	31	13303634	60	#73af42	microRNA mir-125b-2	180	0	0	0		7	37	-30
MIR155	31	21151558	60	#73af42	microRNA mir-155	180	0	0	0		7	37	-30
APP	31	21422808	262928	#73af42	amyloid beta precursor protein	180	0	0	0		7	37	-30
SOD1	31	26600785	8102	#73af42	superoxide dismutase 1	180	0	0	0		7	37	-30
SYNJ1	31	27372989	90784	#73af42	synaptojanin 1	180	0	0	0		7	37	-30
C31H21orf62	31	27525390	659	#73af42	chromosome 31 C21orf62 homolog	180	0	0	0		7	37	-30
SLC5A3	31	28681748	24873	#73af42	solute carrier family 5 member 3	180	0	0	0		7	37	-30
KCNE2	31	28944202	685	#73af42	potassium voltage-gated channel subfamily E regulatory subunit 2	180	0	0	0		7	37	-30
MIR802	31	30173817	89	#73af42	microRNA mir-802	180	0	0	0		7	37	-30
MX2	31	35273881	23010	#73af42	MX dynamin like GTPase 2	180	0	0	0		7	37	-30
MX1	31	35318432	24520	#73af42	MX dynamin like GTPase 1	180	0	0	0		7	37	-30
TFF3	31	36048305	2924	#73af42	trefoil factor 3	180	0	0	0		7	37	-30
TFF2	31	36075148	2772	#73af42	trefoil factor 2	180	0	0	0		7	37	-30
TFF1	31	36090916	3097	#73af42	trefoil factor 1	180	0	0	0		7	37	-30
UBASH3A	31	36145154	42211	#73af42	ubiquitin associated and SH3 domain containing A	180	0	0	0		7	37	-30
CRYAA	31	36719304	3192	#73af42	crystallin alpha A	180	0	0	0		7	37	-30
CXCL10	32	622982	1519	#73af42	C-X-C motif chemokine ligand 10	180	0	0	0		7	37	-30
FGF5	32	4572084	19117	#73af42	fibroblast growth factor 5	180	0	0	0		7	37	-30
MEPE	32	11349245	10274	#73af42	matrix extracellular phosphoglycoprotein	180	0	0	0		7	37	-30
ABCG2	32	11580165	46115	#73af42	ATP binding cassette subfamily G member 2	180	0	0	0		7	37	-30
PIGY	32	11945115	8236	#73af42	phosphatidylinositol glycan anchor biosynthesis class Y	180	0	0	0		7	37	-30
PYURF	32	11945115	8236	#73af42	PIGY upstream open reading frame	180	0	0	0		7	37	-30
HPGDS	32	17323037	24468	#73af42	hematopoietic prostaglandin D synthase	180	0	0	0		7	37	-30
BMPR1B	32	18086524	40871	#73af42	bone morphogenetic protein receptor type 1B	180	0	0	0		7	37	-30
ADH5	32	21401221	15599	#73af42	alcohol dehydrogenase 5 (class III), chi polypeptide	180	0	0	0		7	37	-30
H2AZ1	32	22087386	2334	#73af42	H2A.Z variant histone 1	180	0	0	0		7	37	-30
PPP3CA	32	22888729	309156	#73af42	protein phosphatase 3 catalytic subunit alpha	180	0	0	0		7	37	-30
NFKB1	32	24122163	117573	#73af42	nuclear factor kappa B subunit 1	180	0	0	0		7	37	-30
BDH2	32	24657861	21186	#73af42	3-hydroxybutyrate dehydrogenase 2	180	0	0	0		7	37	-30
TACR3	32	25048235	78546	#73af42	tachykinin receptor 3	180	0	0	0		7	37	-30
OSTC	32	29240560	10480	#73af42	oligosaccharyltransferase complex non-catalytic subunit	180	0	0	0		7	37	-30
EGF	32	30289100	91653	#73af42	epidermal growth factor	180	0	0	0		7	37	-30
MIR367	32	32637390	67	#73af42	microRNA mir-367	180	0	0	0		7	37	-30
MIR302D	32	32637517	69	#73af42	microRNA mir-302d	180	0	0	0		7	37	-30
MIR302A	32	32637694	68	#73af42	microRNA mir-302a	180	0	0	0		7	37	-30
MIR302C	32	32637851	67	#73af42	microRNA mir-302c	180	0	0	0		7	37	-30
MIR302B	32	32637985	74	#73af42	microRNA mir-302b	180	0	0	0		7	37	-30
ARSJ	32	33840343	79685	#73af42	arylsulfatase family member J	180	0	0	0		7	37	-30
PDE5A	32	38518841	129856	#73af42	phosphodiesterase 5A	180	0	0	0		7	37	-30
SENP7	33	7815015	139328	#73af42	SUMO specific peptidase 7	180	0	0	0		7	37	-30
NFKBIZ	33	8171804	9620	#73af42	NFKB inhibitor zeta	180	0	0	0		7	37	-30
ALCAM	33	11011197	210831	#73af42	activated leukocyte cell adhesion molecule	180	0	0	0		7	37	-30
CD47	33	13354729	43498	#73af42	CD47 molecule	180	0	0	0		7	37	-30
MIR568	33	18560098	85	#73af42	microRNA mir-568	180	0	0	0		7	37	-30
CD80	33	23217902	24227	#73af42	CD80 molecule	180	0	0	0		7	37	-30
COX17	33	23345044	7933	#73af42	cytochrome c oxidase copper chaperone COX17	180	0	0	0		7	37	-30
MIR6529	33	23690819	108	#73af42	microRNA mir-6529	180	0	0	0		7	37	-30
IQCB1	33	25081152	65216	#73af42	IQ motif containing B1	180	0	0	0		7	37	-30
CD86	33	25289910	61893	#73af42	CD86 molecule	180	0	0	0		7	37	-30
CASR	33	25439049	26466	#73af42	calcium sensing receptor	180	0	0	0		7	37	-30
ADCY5	33	26374397	145133	#73af42	adenylate cyclase 5	180	0	0	0		7	37	-30
TFRC	33	29229617	21781	#73af42	transferrin receptor	180	0	0	0		7	37	-30
MIR8789	33	29692891	144	#73af42	microRNA mir-8789	180	0	0	0		7	37	-30
PPP1R2	33	30572596	29676	#73af42	protein phosphatase 1 regulatory inhibitor subunit 2	180	0	0	0		7	37	-30
TAS2R1	34	4499015	893	#73af42	taste 2 receptor member 1	180	0	0	0		7	37	-30
SRD5A1	34	7074036	25962	#73af42	steroid 5 alpha-reductase 1	180	0	0	0		7	37	-30
SLC6A3	34	11160852	36129	#73af42	solute carrier family 6 member 3	180	0	0	0		7	37	-30
TERT	34	11240107	18403	#73af42	telomerase reverse transcriptase	180	0	0	0		7	37	-30
TRIP13	34	11475417	16303	#73af42	thyroid hormone receptor interactor 13	180	0	0	0		7	37	-30
MIR8790	34	12283693	122	#73af42	microRNA mir-8790	180	0	0	0		7	37	-30
ABCC5	34	16802194	86133	#73af42	ATP binding cassette subfamily C member 5	180	0	0	0		7	37	-30
AP2M1	34	17016696	9153	#73af42	adaptor related protein complex 2 subunit mu 1	180	0	0	0		7	37	-30
CRYGS	34	19094067	6233	#73af42	crystallin gamma S	180	0	0	0		7	37	-30
ADIPOQ	34	19349075	1819	#73af42	adiponectin, C1Q and collagen domain containing	180	0	0	0		7	37	-30
SST	34	20011742	1429	#73af42	somatostatin	180	0	0	0		7	37	-30
BCL6	34	20061950	11364	#73af42	BCL6 transcription repressor	180	0	0	0		7	37	-30
MIR28	34	20922469	61	#73af42	microRNA mir-28	180	0	0	0		7	37	-30
IL12A	34	26112551	7180	#73af42	interleukin 12A	180	0	0	0		7	37	-30
MIR15B	34	26447008	59	#73af42	microRNA mir-15b	180	0	0	0		7	37	-30
MIR16-2	34	26447152	64	#73af42	microRNA mir-16-2	180	0	0	0		7	37	-30
BCHE	34	30917723	58875	#73af42	butyrylcholinesterase	180	0	0	0		7	37	-30
MIR551B	34	33315121	89	#73af42	microRNA mir-551b	180	0	0	0		7	37	-30
GHSR	34	36714573	3357	#73af42	growth hormone secretagogue receptor	180	0	0	0		7	37	-30
TNFSF10	34	36742701	15726	#73af42	TNF superfamily member 10	180	0	0	0		7	37	-30
SSR1	35	7213481	24366	#73af42	signal sequence receptor subunit 1	180	0	0	0		7	37	-30
EDN1	35	11736723	6489	#73af42	endothelin 1	180	0	0	0		7	37	-30
SIRT5	35	12941308	38283	#73af42	sirtuin 5	180	0	0	0		7	37	-30
NHLRC1	35	16840653	1187	#73af42	NHL repeat containing E3 ubiquitin protein ligase 1	180	0	0	0		7	37	-30
TPMT	35	16849194	23704	#73af42	thiopurine S-methyltransferase	180	0	0	0		7	37	-30
CDKAL1	35	19051408	635294	#73af42	CDK5 regulatory subunit associated protein 1 like 1	180	0	0	0		7	37	-30
PRL	35	20591756	9976	#73af42	prolactin	180	0	0	0		7	37	-30
H2AC9	35	23616739	373	#73af42	H2A clustered histone 9	180	0	0	0		7	37	-30
H3C4	35	25023444	375	#73af42	H3 clustered histone 4	180	0	0	0		7	37	-30
LOC106558262	35	24095806	420	#73af42	histone H3.1	180	0	0	0		7	37	-30
H4C4	35	24050393	361	#73af42	H4 clustered histone 4	180	0	0	0		7	37	-30
LOC115945163	35	24109116	500	#73af42	Histone H3.1	180	0	0	0		7	37	-30
H3C8	35	24151971	431	#73af42	H3 clustered histone 8	180	0	0	0		7	37	-30
H4C8	35	24159109	529	#73af42	H4 clustered histone 8	180	0	0	0		7	37	-30
H4C12	35	24979443	473	#73af42	H4 clustered histone 12	180	0	0	0		7	37	-30
H3C11	35	25014409	430	#73af42	H3 clustered histone 11	180	0	0	0		7	37	-30
H4C13	35	25015733	337	#73af42	H4 clustered histone 13	180	0	0	0		7	37	-30
GPX6	35	25583022	9431	#73af42	glutathione peroxidase 6	180	0	0	0		7	37	-30
GPX5	35	25615767	8864	#73af42	glutathione peroxidase 5	180	0	0	0		7	37	-30
MIR8797	36	1567109	120	#73af42	microRNA mir-8797	180	0	0	0		7	37	-30
GCG	36	7695095	9382	#73af42	glucagon	180	0	0	0		7	37	-30
ABCB11	36	13948052	76578	#73af42	ATP binding cassette subfamily B member 11	180	0	0	0		7	37	-30
GAD1	36	15565032	39282	#73af42	glutamate decarboxylase 1	180	0	0	0		7	37	-30
CHRNA1	36	18939222	16246	#73af42	cholinergic receptor nicotinic alpha 1 subunit	180	0	0	0		7	37	-30
MIR10B	36	20174000	100	#73af42	microRNA mir-10b	180	0	0	0		7	37	-30
MIR8796	36	21330254	124	#73af42	microRNA mir-8796	180	0	0	0		7	37	-30
PDE1A	36	25542676	229357	#73af42	phosphodiesterase 1A	180	0	0	0		7	37	-30
ZC3H15	36	29014656	13677	#73af42	zinc finger CCCH-type containing 15	180	0	0	0		7	37	-30
TFPI	36	29744554	51903	#73af42	tissue factor pathway inhibitor	180	0	0	0		7	37	-30
ASNSD1	37	329827	8724	#73af42	asparagine synthetase domain containing 1	180	0	0	0		7	37	-30
MSTN	37	633617	5080	#73af42	myostatin	180	0	0	0		7	37	-30
AOX4	37	9724911	63385	#73af42	aldehyde oxidase 4	180	0	0	0		7	37	-30
AOX2	37	9800648	78603	#73af42	aldehyde oxidase 2	180	0	0	0		7	37	-30
CASP8	37	10276467	10771	#73af42	caspase 8	180	0	0	0		7	37	-30
SUMO1	37	11087432	29307	#73af42	small ubiquitin like modifier 1	180	0	0	0		7	37	-30
CD28	37	12397782	28903	#73af42	CD28 molecule	180	0	0	0		7	37	-30
ICOS	37	12606512	20578	#73af42	inducible T cell costimulator	180	0	0	0		7	37	-30
CRYGD	37	16305291	8566	#73af42	crystallin, gamma D	180	0	0	0		7	37	-30
CRYGC	37	16312176	1765	#73af42	crystallin gamma C	180	0	0	0		7	37	-30
CRYGB	37	16321158	2016	#73af42	crystallin gamma B	180	0	0	0		7	37	-30
CRYGA	37	16334148	1828	#73af42	crystallin gamma A	180	0	0	0		7	37	-30
PECR	37	22948904	29059	#73af42	peroxisomal trans-2-enoyl-CoA reductase	180	0	0	0		7	37	-30
CXCR2	37	24760631	5427	#73af42	C-X-C motif chemokine receptor 2	180	0	0	0		7	37	-30
AAMP	37	24865431	4451	#73af42	angio associated migratory cell protein	180	0	0	0		7	37	-30
SLC11A1	37	24960561	8077	#73af42	solute carrier family 11 member 1	180	0	0	0		7	37	-30
MIR26B	37	24975567	55	#73af42	microRNA mir-26b	180	0	0	0		7	37	-30
USP37	37	25011984	95376	#73af42	ubiquitin specific peptidase 37	180	0	0	0		7	37	-30
MIR375	37	25488066	69	#73af42	microRNA mir-375	180	0	0	0		7	37	-30
MIR1840	37	25654621	56	#73af42	microRNA mir-1840	180	0	0	0		7	37	-30
DES	37	25852619	6379	#73af42	desmin	180	0	0	0		7	37	-30
SPEG	37	25866874	57757	#73af42	striated muscle enriched protein kinase	180	0	0	0		7	37	-30
SLC4A3	37	26058544	9779	#73af42	solute carrier family 4 member 3	180	0	0	0		7	37	-30
MIR8795	37	30251210	102	#73af42	microRNA mir-8795	180	0	0	0		7	37	-30
CLN8	37	30804432	17410	#73af42	CLN8 transmembrane ER and ERGIC protein	180	0	0	0		7	37	-30
OPTC	38	204318	7842	#73af42	opticin	180	0	0	0		7	37	-30
REN	38	736523	10368	#73af42	renin	180	0	0	0		7	37	-30
DSTYK	38	1662282	46694	#73af42	dual serine/threonine and tyrosine protein kinase	180	0	0	0		7	37	-30
MIR135B	38	1918834	88	#73af42	microRNA mir-135b	180	0	0	0		7	37	-30
EIF2D	38	2842501	19518	#73af42	eukaryotic translation initiation factor 2D	180	0	0	0		7	37	-30
CDC73	38	5841710	112263	#73af42	cell division cycle 73	180	0	0	0		7	37	-30
MIR664	38	15022666	60	#73af42	microRNA mir-664	180	0	0	0		7	37	-30
MIR8798	38	17632644	128	#73af42	microRNA mir-8798	180	0	0	0		7	37	-30
MGST3	38	17723864	21443	#73af42	microsomal glutathione S-transferase 3	180	0	0	0		7	37	-30
APOA2	38	21278560	674	#73af42	apolipoprotein A2	180	0	0	0		7	37	-30
NECTIN4	38	21384036	14736	#73af42	nectin cell adhesion molecule 4	180	0	0	0		7	37	-30
SLAMF1	38	21658262	31389	#73af42	signaling lymphocytic activation molecule family member 1	180	0	0	0		7	37	-30
NCSTN	38	21899466	14730	#73af42	nicastrin	180	0	0	0		7	37	-30
SLAMF9	38	22223432	2547	#73af42	SLAM family member 9	180	0	0	0		7	37	-30
CRP	38	22286369	1388	#73af42	C-reactive protein	180	0	0	0		7	37	-30
FCER1A	38	22570794	5287	#73af42	Fc fragment of IgE receptor Ia	180	0	0	0		7	37	-30
OR6N2	38	22871489	952	#73af42	olfactory receptor family 6 subfamily N member 2	180	0	0	0		7	37	-30
OR6N1	38	22883018	950	#73af42	olfactory receptor family 6 subfamily N member 1	180	0	0	0		7	37	-30
OR6P1	38	23052693	956	#73af42	olfactory receptor family 6 subfamily P member 1	180	0	0	0		7	37	-30
OR10K2	38	23147059	944	#73af42	olfactory receptor family 10 subfamily K member 2	180	0	0	0		7	37	-30
CD1B	38	23197837	3547	#73af42	CD1b molecule	180	0	0	0		7	37	-30
CD1C	38	23209802	2882	#73af42	CD1c molecule	180	0	0	0		7	37	-30
CD1A8	38	23239220	113590	#73af42	CD1a8 protein	180	0	0	0		7	37	-30
CD1A6	38	23295039	2917	#73af42	CD1a6 molecule	180	0	0	0		7	37	-30
TLR5	38	23620126	2576	#73af42	toll like receptor 5	180	0	0	0		7	37	-30
LGALS8	4	3583330	17418	#73af42	galectin 8	180	0	0	0		7	37	-30
MIR1841	4	8731255	59	#73af42	microRNA mir-1841	180	0	0	0		7	37	-30
